Reporting_Country,Flow,Commodity,Commodity_Type,Year,Value_Original,Value
Gambia,Exports,A,Agricultural products,2012,"39,489,252",39
Georgia,Exports,A,Agricultural products,2012,"521,343,394",521
Germany,Exports,A,Agricultural products,2012,"91,212,427,271",91212
Ghana,Exports,A,Agricultural products,2012,"5,862,693,381",5863
Greece,Exports,A,Agricultural products,2012,"6,887,865,019",6888
Greenland,Exports,A,Agricultural products,2012,"414,682,287",415
Grenada,Exports,A,Agricultural products,2012,"20,524,296",21
Guatemala,Exports,A,Agricultural products,2012,"4,910,303,990",4910
Guinea,Exports,A,Agricultural products,2012,"65,431,352",65
Guyana,Exports,A,Agricultural products,2012,"535,323,086",535
Haiti,Exports,A,Agricultural products,2012,"29,019,043",29
Honduras,Exports,A,Agricultural products,2012,"2,736,350,000",2736
"Hong Kong, China",Exports,A,Agricultural products,2012,"9,345,959,843",9346
Hungary,Exports,A,Agricultural products,2012,"11,058,949,301",11059
Iceland,Exports,A,Agricultural products,2012,"2,297,989,207",2298
India,Exports,A,Agricultural products,2012,"42,394,884,693",42395
Indonesia,Exports,A,Agricultural products,2012,"45,022,554,979",45023
Iran,Exports,A,Agricultural products,2012,"5,973,000,000",5973
Iraq,Exports,A,Agricultural products,2012,"98,221,341",98
Ireland,Exports,A,Agricultural products,2012,"12,697,716,397",12698
Israel,Exports,A,Agricultural products,2012,"2,432,957,000",2433
Italy,Exports,A,Agricultural products,2012,"42,748,556,725",42749
Jamaica,Exports,A,Agricultural products,2012,"378,239,278",378
Japan,Exports,A,Agricultural products,2012,"10,859,170,000",10859
Jordan,Exports,A,Agricultural products,2012,"1,448,683,404",1449
Kazakhstan,Exports,A,Agricultural products,2012,"3,206,652,810",3207
Kenya,Exports,A,Agricultural products,2012,"3,226,509,000",3227
Kiribati,Exports,A,Agricultural products,2012,"5,098,237",5
Korea,Exports,A,Agricultural products,2012,"12,627,573,071",12628
Kuwait,Exports,A,Agricultural products,2012,"333,361,369",333
Kyrgyz Republic,Exports,A,Agricultural products,2012,"266,321,393",266
Latvia,Exports,A,Agricultural products,2012,"4,217,744,211",4218
Lebanese Republic,Exports,A,Agricultural products,2012,"629,743,687",630
Lesotho,Exports,A,Agricultural products,2012,"103,053,224",103
Libya,Exports,A,Agricultural products,2012,"151,848,966",152
Lithuania,Exports,A,Agricultural products,2012,"5,977,197,902",5977
Luxembourg,Exports,A,Agricultural products,2012,"1,436,025,701",1436
"Macao, China",Exports,A,Agricultural products,2012,"115,507,316",116
Madagascar,Exports,A,Agricultural products,2012,"425,075,025",425
Malawi,Exports,A,Agricultural products,2012,"955,246,185",955
Malaysia,Exports,A,Agricultural products,2012,"33,910,677,968",33911
Maldives,Exports,A,Agricultural products,2012,"73,182,446",73
Mali,Exports,A,Agricultural products,2012,"542,852,761",543
Malta,Exports,A,Agricultural products,2012,"243,165,172",243
Mauritania,Exports,A,Agricultural products,2012,"617,181,727",617
Mauritius,Exports,A,Agricultural products,2012,"829,871,600",830
Mexico,Exports,A,Agricultural products,2012,"23,410,720,238",23411
Moldova,Exports,A,Agricultural products,2012,"894,683,976",895
Mongolia,Exports,A,Agricultural products,2012,"134,775,636",135
Montenegro,Exports,A,Agricultural products,2012,"103,063,865",103
Montserrat,Exports,A,Agricultural products,2012,"2,703",0
Morocco,Exports,A,Agricultural products,2012,"3,927,692,642",3928
Mozambique,Exports,A,Agricultural products,2012,"729,198,005",729
Myanmar,Exports,A,Agricultural products,2012,"2,363,492,129",2363
Namibia,Exports,A,Agricultural products,2012,"1,413,054,977",1413
Nepal,Exports,A,Agricultural products,2012,"199,087,510",199
Netherlands,Exports,A,Agricultural products,2012,"102,934,301,376",102934
New Caledonia,Exports,A,Agricultural products,2012,"25,457,895",25
New Zealand,Exports,A,Agricultural products,2012,"24,088,025,088",24088
Nicaragua,Exports,A,Agricultural products,2012,"2,052,799,176",2053
Niger,Exports,A,Agricultural products,2012,"257,909,488",258
Nigeria,Exports,A,Agricultural products,2012,"2,980,664,174",2981
Norway,Exports,A,Agricultural products,2012,"10,482,370,697",10482
Oman,Exports,A,Agricultural products,2012,"1,138,011,568",1138
Pakistan,Exports,A,Agricultural products,2012,"4,978,907,867",4979
Palau,Exports,A,Agricultural products,2012,"7,834,042",8
Panama,Exports,A,Agricultural products,2012,"925,147,814",925
Papua New Guinea,Exports,A,Agricultural products,2012,"1,508,129,887",1508
Paraguay,Exports,A,Agricultural products,2012,"4,255,176,005",4255
Peru,Exports,A,Agricultural products,2012,"7,695,759,458",7696
Philippines,Exports,A,Agricultural products,2012,"5,075,429,204",5075
Poland,Exports,A,Agricultural products,2012,"24,934,492,946",24934
Portugal,Exports,A,Agricultural products,2012,"7,981,580,607",7982
Qatar,Exports,A,Agricultural products,2012,"75,834,237",76
Romania,Exports,A,Agricultural products,2012,"6,503,152,094",6503
Russian Federation,Exports,A,Agricultural products,2012,"30,164,636,781",30165
Rwanda,Exports,A,Agricultural products,2012,"243,252,198",243
Saint Lucia,Exports,A,Agricultural products,2012,"52,378,500",52
Saint Vincent and the Grenadines,Exports,A,Agricultural products,2012,"32,186,729",32
Samoa,Exports,A,Agricultural products,2012,"17,962,081",18
Sao Tome and Principe,Exports,A,Agricultural products,2012,"5,292,619",5
Saudi Arabia,Exports,A,Agricultural products,2012,"3,719,208,649",3719
Senegal,Exports,A,Agricultural products,2012,"723,577,319",724
Serbia,Exports,A,Agricultural products,2012,"2,841,668,948",2842
Seychelles,Exports,A,Agricultural products,2012,"260,892,273",261
Singapore,Exports,A,Agricultural products,2012,"9,859,983,383",9860
Slovak Republic,Exports,A,Agricultural products,2012,"5,366,606,848",5367
Slovenia,Exports,A,Agricultural products,2012,"2,740,096,430",2740
Solomon Islands,Exports,A,Agricultural products,2012,"238,077,555",238
South Africa,Exports,A,Agricultural products,2012,"8,301,665,368",8302
Spain,Exports,A,Agricultural products,2012,"49,274,703,902",49275
Sri Lanka,Exports,A,Agricultural products,2012,"2,732,369,638",2732
Sudan,Exports,A,Agricultural products,2012,"809,961,708",810
Suriname,Exports,A,Agricultural products,2012,"118,278,940",118
Swaziland,Exports,A,Agricultural products,2012,"349,322,138",349
Sweden,Exports,A,Agricultural products,2012,"14,915,125,151",14915
Switzerland,Exports,A,Agricultural products,2012,"8,975,481,320",8975
Syrian Arab Republic,Exports,A,Agricultural products,2012,"907,958,727",908
Tanzania,Exports,A,Agricultural products,2012,"1,729,041,482",1729
Thailand,Exports,A,Agricultural products,2012,"42,030,141,540",42030
Togo,Exports,A,Agricultural products,2012,"188,192,173",188
Tonga,Exports,A,Agricultural products,2012,"11,204,097",11
Trinidad and Tobago,Exports,A,Agricultural products,2012,"345,718,156",346
Tunisia,Exports,A,Agricultural products,2012,"1,671,671,685",1672
Turkey,Exports,A,Agricultural products,2012,"15,670,887,709",15671
Uganda,Exports,A,Agricultural products,2012,"1,236,161,996",1236
Ukraine,Exports,A,Agricultural products,2012,"18,455,971,234",18456
United Arab Emirates,Exports,A,Agricultural products,2012,"6,543,805,145",6544
United Kingdom,Exports,A,Agricultural products,2012,"33,823,766,951",33824
United States,Exports,A,Agricultural products,2012,"171,975,781,003",171976
Uruguay,Exports,A,Agricultural products,2012,"6,421,891,091",6422
Uzbekistan,Exports,A,Agricultural products,2012,"2,211,953,839",2212
Venezuela,Exports,A,Agricultural products,2012,"48,138,000",48
Viet Nam,Exports,A,Agricultural products,2012,"23,404,138,657",23404
World,Exports,A,Agricultural products,2012,"1,652,779,768,271",1652780
Yemen,Exports,A,Agricultural products,2012,"457,802,999",458
Zambia,Exports,A,Agricultural products,2012,"1,214,037,759",1214
Zimbabwe,Exports,A,Agricultural products,2012,"1,297,987,899",1298
Albania,Exports,F,Fuels and mining products,2012,"737,979,410",738
Algeria,Exports,F,Fuels and mining products,2012,"70,893,035,837",70893
Angola,Exports,F,Fuels and mining products,2012,"69,458,964,390",69459
Antigua and Barbuda,Exports,F,Fuels and mining products,2012,"795,537",1
Argentina,Exports,F,Fuels and mining products,2012,"8,229,264,807",8229
Armenia,Exports,F,Fuels and mining products,2012,"623,485,745",623
Aruba,Exports,F,Fuels and mining products,2012,"1,203,496,330",1203
Australia,Exports,F,Fuels and mining products,2012,"160,343,715,972",160344
Austria,Exports,F,Fuels and mining products,2012,"12,031,595,360",12032
Azerbaijan,Exports,F,Fuels and mining products,2012,"30,995,500,000",30996
Bahamas,Exports,F,Fuels and mining products,2012,"352,854,762",353
Bahrain,Exports,F,Fuels and mining products,2012,"17,469,139,407",17469
Bangladesh,Exports,F,Fuels and mining products,2012,"266,110,353",266
Barbados,Exports,F,Fuels and mining products,2012,"171,522,574",172
Belarus,Exports,F,Fuels and mining products,2012,"16,673,220,400",16673
Belgium,Exports,F,Fuels and mining products,2012,"67,338,146,642",67338
Belize,Exports,F,Fuels and mining products,2012,"93,152,931",93
Benin,Exports,F,Fuels and mining products,2012,"4,362,342",4
Bermuda,Exports,F,Fuels and mining products,2012,"608,623",1
Bhutan,Exports,F,Fuels and mining products,2012,"266,170,447",266
Bolivia,Exports,F,Fuels and mining products,2012,"8,547,051,936",8547
Bosnia and Herzegovina,Exports,F,Fuels and mining products,2012,"1,179,064,730",1179
Botswana,Exports,F,Fuels and mining products,2012,"542,327,530",542
Brazil,Exports,F,Fuels and mining products,2012,"65,599,980,000",65600
Brunei Darussalam,Exports,F,Fuels and mining products,2012,"12,461,704,839",12462
Bulgaria,Exports,F,Fuels and mining products,2012,"9,017,427,808",9017
Burkina Faso,Exports,F,Fuels and mining products,2012,"7,301,995",7
Burundi,Exports,F,Fuels and mining products,2012,"18,995,911",19
Cabo Verde,Exports,F,Fuels and mining products,2012,51,0
Cambodia,Exports,F,Fuels and mining products,2012,"10,002,012",10
Cameroon,Exports,F,Fuels and mining products,2012,"2,465,479,968",2465
Canada,Exports,F,Fuels and mining products,2012,"148,895,958,500",148896
Central African Republic,Exports,F,Fuels and mining products,2012,"70,333,826",70
Chile,Exports,F,Fuels and mining products,2012,"47,295,625,286",47296
China,Exports,F,Fuels and mining products,2012,"56,123,760,946",56124
Chinese Taipei,Exports,F,Fuels and mining products,2012,"28,986,844,374",28987
Colombia,Exports,F,Fuels and mining products,2012,"40,264,724,467",40265
Costa Rica,Exports,F,Fuels and mining products,2012,"267,120,000",267
Côte d'Ivoire,Exports,F,Fuels and mining products,2012,"3,185,482,987",3185
Croatia,Exports,F,Fuels and mining products,2012,"2,333,587,648",2334
Cyprus,Exports,F,Fuels and mining products,2012,"484,071,673",484
Czech Republic,Exports,F,Fuels and mining products,2012,"9,695,053,749",9695
Denmark,Exports,F,Fuels and mining products,2012,"12,556,748,106",12557
Dominica,Exports,F,Fuels and mining products,2012,"3,587,618",4
Dominican Republic,Exports,F,Fuels and mining products,2012,"1,016,794,700",1017
Ecuador,Exports,F,Fuels and mining products,2012,"13,954,216,230",13954
Egypt,Exports,F,Fuels and mining products,2012,"10,538,386,290",10538
El Salvador,Exports,F,Fuels and mining products,2012,"264,749,756",265
Estonia,Exports,F,Fuels and mining products,2012,"2,842,668,473",2843
Ethiopia,Exports,F,Fuels and mining products,2012,"17,076,322",17
Faeroe Islands,Exports,F,Fuels and mining products,2012,"21,854,827",22
Fiji,Exports,F,Fuels and mining products,2012,"356,713,122",357
Finland,Exports,F,Fuels and mining products,2012,"11,961,170,577",11961
France,Exports,F,Fuels and mining products,2012,"40,841,731,181",40842
French Polynesia,Exports,F,Fuels and mining products,2012,"2,225,167",2
FYR Macedonia,Exports,F,Fuels and mining products,2012,"505,875,540",506
Gabon,Exports,F,Fuels and mining products,2012,"8,832,067,708",8832
Gambia,Exports,F,Fuels and mining products,2012,"2,159,486",2
Georgia,Exports,F,Fuels and mining products,2012,"219,292,787",219
Germany,Exports,F,Fuels and mining products,2012,"88,197,432,585",88197
Ghana,Exports,F,Fuels and mining products,2012,"4,793,477,119",4793
Greece,Exports,F,Fuels and mining products,2012,"16,342,716,605",16343
Greenland,Exports,F,Fuels and mining products,2012,"1,251,399",1
Grenada,Exports,F,Fuels and mining products,2012,"103,676",0
Guatemala,Exports,F,Fuels and mining products,2012,"1,033,526,383",1034
Guinea,Exports,F,Fuels and mining products,2012,"683,350,627",683
Guyana,Exports,F,Fuels and mining products,2012,"165,217,348",165
Haiti,Exports,F,Fuels and mining products,2012,0,0
Honduras,Exports,F,Fuels and mining products,2012,"340,202,000",340
"Hong Kong, China",Exports,F,Fuels and mining products,2012,"9,690,894,720",9691
Hungary,Exports,F,Fuels and mining products,2012,"6,190,342,549",6190
Iceland,Exports,F,Fuels and mining products,2012,"2,011,275,163",2011
India,Exports,F,Fuels and mining products,2012,"64,347,553,204",64348
Indonesia,Exports,F,Fuels and mining products,2012,"75,296,213,299",75296
Iran,Exports,F,Fuels and mining products,2012,"80,299,388,762",80299
Iraq,Exports,F,Fuels and mining products,2012,"94,178,011,049",94178
Ireland,Exports,F,Fuels and mining products,2012,"3,992,532,753",3993
Israel,Exports,F,Fuels and mining products,2012,"1,992,007,000",1992
Italy,Exports,F,Fuels and mining products,2012,"40,950,187,004",40950
Jamaica,Exports,F,Fuels and mining products,2012,"1,034,940,126",1035
Japan,Exports,F,Fuels and mining products,2012,"35,331,634,000",35332
Jordan,Exports,F,Fuels and mining products,2012,"780,196,123",780
Kazakhstan,Exports,F,Fuels and mining products,2012,"71,719,882,790",71720
Kenya,Exports,F,Fuels and mining products,2012,"403,850,000",404
Kiribati,Exports,F,Fuels and mining products,2012,"18,638",0
Korea,Exports,F,Fuels and mining products,2012,"69,036,894,070",69037
Kuwait,Exports,F,Fuels and mining products,2012,"112,947,678,252",112948
Kyrgyz Republic,Exports,F,Fuels and mining products,2012,"264,403,809",264
Latvia,Exports,F,Fuels and mining products,2012,"1,556,334,839",1556
Lebanese Republic,Exports,F,Fuels and mining products,2012,"457,882,177",458
Lesotho,Exports,F,Fuels and mining products,2012,"1,033,235",1
Libya,Exports,F,Fuels and mining products,2012,"58,646,159,066",58646
Lithuania,Exports,F,Fuels and mining products,2012,"7,764,429,680",7764
Luxembourg,Exports,F,Fuels and mining products,2012,"845,875,994",846
"Macao, China",Exports,F,Fuels and mining products,2012,"212,854,000",213
Madagascar,Exports,F,Fuels and mining products,2012,"313,427,022",313
Malawi,Exports,F,Fuels and mining products,2012,"105,032,819",105
Malaysia,Exports,F,Fuels and mining products,2012,"51,695,961,169",51696
Maldives,Exports,F,Fuels and mining products,2012,"2,803,989",3
Mali,Exports,F,Fuels and mining products,2012,"41,082,266",41
Malta,Exports,F,Fuels and mining products,2012,"1,235,776,017",1236
Mauritania,Exports,F,Fuels and mining products,2012,"1,689,160,402",1689
Mauritius,Exports,F,Fuels and mining products,2012,"21,380,305",21
Mexico,Exports,F,Fuels and mining products,2012,"66,045,761,444",66046
Moldova,Exports,F,Fuels and mining products,2012,"65,951,919",66
Mongolia,Exports,F,Fuels and mining products,2012,"3,978,755,486",3979
Montenegro,Exports,F,Fuels and mining products,2012,"271,697,635",272
Montserrat,Exports,F,Fuels and mining products,2012,"1,165,349",1
Morocco,Exports,F,Fuels and mining products,2012,"3,822,154,930",3822
Mozambique,Exports,F,Fuels and mining products,2012,"2,316,506,434",2317
Myanmar,Exports,F,Fuels and mining products,2012,"3,857,987,000",3858
Namibia,Exports,F,Fuels and mining products,2012,"1,489,817,303",1490
Nepal,Exports,F,Fuels and mining products,2012,"39,050,594",39
Netherlands,Exports,F,Fuels and mining products,2012,"158,981,266,722",158981
New Caledonia,Exports,F,Fuels and mining products,2012,"453,107,799",453
New Zealand,Exports,F,Fuels and mining products,2012,"3,058,454,477",3058
Nicaragua,Exports,F,Fuels and mining products,2012,"84,275,828",84
Niger,Exports,F,Fuels and mining products,2012,"900,254,324",900
Nigeria,Exports,F,Fuels and mining products,2012,"110,731,883,703",110732
Norway,Exports,F,Fuels and mining products,2012,"120,648,907,814",120649
Oman,Exports,F,Fuels and mining products,2012,"41,274,629,252",41275
Pakistan,Exports,F,Fuels and mining products,2012,"825,441,946",825
Palau,Exports,F,Fuels and mining products,2012,"250,141",0
Panama,Exports,F,Fuels and mining products,2012,"124,036,428",124
Papua New Guinea,Exports,F,Fuels and mining products,2012,"2,591,811,740",2592
Paraguay,Exports,F,Fuels and mining products,2012,"2,334,127,411",2334
Peru,Exports,F,Fuels and mining products,2012,"23,281,383,624",23281
Philippines,Exports,F,Fuels and mining products,2012,"3,886,735,996",3887
Poland,Exports,F,Fuels and mining products,2012,"18,031,041,878",18031
Portugal,Exports,F,Fuels and mining products,2012,"6,488,346,902",6488
Qatar,Exports,F,Fuels and mining products,2012,"120,115,921,825",120116
Romania,Exports,F,Fuels and mining products,2012,"5,576,459,855",5576
Russian Federation,Exports,F,Fuels and mining products,2012,"374,260,749,645",374261
Rwanda,Exports,F,Fuels and mining products,2012,"191,143,311",191
Saint Lucia,Exports,F,Fuels and mining products,2012,"40,128,570",40
Saint Vincent and the Grenadines,Exports,F,Fuels and mining products,2012,"1,552,746",2
Samoa,Exports,F,Fuels and mining products,2012,"17,969,504",18
Sao Tome and Principe,Exports,F,Fuels and mining products,2012,"52,420",0
Saudi Arabia,Exports,F,Fuels and mining products,2012,"338,067,744,984",338068
Senegal,Exports,F,Fuels and mining products,2012,"464,730,300",465
Serbia,Exports,F,Fuels and mining products,2012,"1,415,889,501",1416
Seychelles,Exports,F,Fuels and mining products,2012,"176,803,334",177
Singapore,Exports,F,Fuels and mining products,2012,"79,891,630,511",79892
Slovak Republic,Exports,F,Fuels and mining products,2012,"7,197,890,981",7198
Slovenia,Exports,F,Fuels and mining products,2012,"3,295,251,543",3295
Solomon Islands,Exports,F,Fuels and mining products,2012,"1,333,111",1
South Africa,Exports,F,Fuels and mining products,2012,"34,304,073,370",34304
Spain,Exports,F,Fuels and mining products,2012,"40,375,225,129",40375
Sri Lanka,Exports,F,Fuels and mining products,2012,"102,958,512",103
Sudan,Exports,F,Fuels and mining products,2012,"959,629,632",960
Suriname,Exports,F,Fuels and mining products,2012,"238,484,830",238
Swaziland,Exports,F,Fuels and mining products,2012,"22,231,258",22
Sweden,Exports,F,Fuels and mining products,2012,"26,443,904,216",26444
Switzerland,Exports,F,Fuels and mining products,2012,"14,783,950,501",14784
Syrian Arab Republic,Exports,F,Fuels and mining products,2012,"2,101,972,125",2102
Tanzania,Exports,F,Fuels and mining products,2012,"973,515,305",974
Thailand,Exports,F,Fuels and mining products,2012,"17,956,807,662",17957
Togo,Exports,F,Fuels and mining products,2012,"168,153,247",168
Tonga,Exports,F,Fuels and mining products,2012,"361,943",0
Trinidad and Tobago,Exports,F,Fuels and mining products,2012,"9,011,396,964",9011
Tunisia,Exports,F,Fuels and mining products,2012,"3,141,406,968",3141
Turkey,Exports,F,Fuels and mining products,2012,"13,445,836,734",13446
Uganda,Exports,F,Fuels and mining products,2012,"182,121,931",182
Ukraine,Exports,F,Fuels and mining products,2012,"8,846,183,950",8846
United Arab Emirates,Exports,F,Fuels and mining products,2012,"129,205,990,121",129206
United Kingdom,Exports,F,Fuels and mining products,2012,"84,586,319,470",84586
United States,Exports,F,Fuels and mining products,2012,"187,212,196,923",187212
Uruguay,Exports,F,Fuels and mining products,2012,"123,711,009",124
Uzbekistan,Exports,F,Fuels and mining products,2012,"6,182,835,659",6183
Venezuela,Exports,F,Fuels and mining products,2012,"94,526,616,435",94527
Viet Nam,Exports,F,Fuels and mining products,2012,"12,082,303,841",12082
World,Exports,F,Fuels and mining products,2012,"4,133,088,216,450",4133088
Yemen,Exports,F,Fuels and mining products,2012,"6,339,091,111",6339
Zambia,Exports,F,Fuels and mining products,2012,"6,687,508,503",6688
Zimbabwe,Exports,F,Fuels and mining products,2012,"1,620,003,279",1620
Afghanistan,Exports,M,Manufactures,2012,"72,759,125",73
Albania,Exports,M,Manufactures,2012,"1,085,430,090",1085
Algeria,Exports,M,Manufactures,2012,"645,747,117",646
Angola,Exports,M,Manufactures,2012,"1,601,615,459",1602
Antigua and Barbuda,Exports,M,Manufactures,2012,"25,318,111",25
Argentina,Exports,M,Manufactures,2012,"25,243,856,786",25244
Armenia,Exports,M,Manufactures,2012,"397,695,243",398
Aruba,Exports,M,Manufactures,2012,"32,468,982",32
Australia,Exports,M,Manufactures,2012,"31,565,947,661",31566
Austria,Exports,M,Manufactures,2012,"136,356,320,488",136356
Azerbaijan,Exports,M,Manufactures,2012,"530,102,653",530
Bahamas,Exports,M,Manufactures,2012,"388,081,603",388
Bahrain,Exports,M,Manufactures,2012,"1,830,732,453",1831
Bangladesh,Exports,M,Manufactures,2012,"23,495,200,914",23495
Barbados,Exports,M,Manufactures,2012,"269,790,941",270
Belarus,Exports,M,Manufactures,2012,"22,431,669,700",22432
Belgium,Exports,M,Manufactures,2012,"324,804,224,138",324804
Belize,Exports,M,Manufactures,2012,"6,990,965",7
Benin,Exports,M,Manufactures,2012,"69,821,253",70
Bermuda,Exports,M,Manufactures,2012,"6,722,107",7
Bhutan,Exports,M,Manufactures,2012,"255,212,001",255
Bolivia,Exports,M,Manufactures,2012,"572,078,492",572
Bosnia and Herzegovina,Exports,M,Manufactures,2012,"3,084,812,997",3085
Botswana,Exports,M,Manufactures,2012,"5,203,762,152",5204
Brazil,Exports,M,Manufactures,2012,"81,896,474,000",81896
Brunei Darussalam,Exports,M,Manufactures,2012,"512,742,757",513
Bulgaria,Exports,M,Manufactures,2012,"12,882,681,657",12883
Burkina Faso,Exports,M,Manufactures,2012,"40,106,366",40
Burundi,Exports,M,Manufactures,2012,"25,439,135",25
Cabo Verde,Exports,M,Manufactures,2012,"7,182,084",7
Cambodia,Exports,M,Manufactures,2012,"7,387,434,072",7387
Cameroon,Exports,M,Manufactures,2012,"370,962,390",371
Canada,Exports,M,Manufactures,2012,"210,644,836,629",210645
Central African Republic,Exports,M,Manufactures,2012,"4,735,683",5
Chile,Exports,M,Manufactures,2012,"10,434,693,838",10435
China,Exports,M,Manufactures,2012,"1,924,927,522,721",1924928
Chinese Taipei,Exports,M,Manufactures,2012,"261,937,936,587",261938
Colombia,Exports,M,Manufactures,2012,"9,954,090,845",9954
Costa Rica,Exports,M,Manufactures,2012,"6,866,210,000",6866
Côte d'Ivoire,Exports,M,Manufactures,2012,"1,074,540,799",1075
Croatia,Exports,M,Manufactures,2012,"7,641,014,501",7641
Cyprus,Exports,M,Manufactures,2012,"849,606,142",850
Czech Republic,Exports,M,Manufactures,2012,"136,576,858,691",136577
Denmark,Exports,M,Manufactures,2012,"66,801,102,362",66801
Dominica,Exports,M,Manufactures,2012,"29,242,262",29
Dominican Republic,Exports,M,Manufactures,2012,"5,024,068,700",5024
Ecuador,Exports,M,Manufactures,2012,"1,884,152,047",1884
Egypt,Exports,M,Manufactures,2012,"12,781,352,732",12781
El Salvador,Exports,M,Manufactures,2012,"3,753,020,713",3753
Estonia,Exports,M,Manufactures,2012,"10,702,105,380",10702
Ethiopia,Exports,M,Manufactures,2012,"253,779,762",254
Faeroe Islands,Exports,M,Manufactures,2012,"149,215,899",149
Fiji,Exports,M,Manufactures,2012,"226,303,576",226
Finland,Exports,M,Manufactures,2012,"48,933,069,788",48933
France,Exports,M,Manufactures,2012,"439,788,031,048",439788
French Polynesia,Exports,M,Manufactures,2012,"91,904,347",92
FYR Macedonia,Exports,M,Manufactures,2012,"2,872,525,167",2873
Gabon,Exports,M,Manufactures,2012,"247,569,340",248
Gambia,Exports,M,Manufactures,2012,"58,315,834",58
Georgia,Exports,M,Manufactures,2012,"1,512,273,294",1512
Germany,Exports,M,Manufactures,2012,"1,192,823,655,995",1192824
Ghana,Exports,M,Manufactures,2012,"997,678,214",998
Greece,Exports,M,Manufactures,2012,"11,422,501,894",11423
Greenland,Exports,M,Manufactures,2012,"7,048,624",7
Grenada,Exports,M,Manufactures,2012,"14,372,028",14
Guatemala,Exports,M,Manufactures,2012,"4,103,709,331",4104
Guinea,Exports,M,Manufactures,2012,"135,029,391",135
Guyana,Exports,M,Manufactures,2012,"101,710,472",102
Haiti,Exports,M,Manufactures,2012,"786,160,957",786
Honduras,Exports,M,Manufactures,2012,"5,117,386,000",5117
"Hong Kong, China",Exports,M,Manufactures,2012,"423,204,987,544",423205
Hungary,Exports,M,Manufactures,2012,"86,014,416,135",86014
Iceland,Exports,M,Manufactures,2012,"723,019,347",723
India,Exports,M,Manufactures,2012,"180,146,182,461",180146
Indonesia,Exports,M,Manufactures,2012,"67,644,571,769",67645
Iran,Exports,M,Manufactures,2012,"17,727,000,000",17727
Iraq,Exports,M,Manufactures,2012,"65,002,346",65
Ireland,Exports,M,Manufactures,2012,"99,204,640,687",99205
Israel,Exports,M,Manufactures,2012,"58,097,785,000",58098
Italy,Exports,M,Manufactures,2012,"399,955,196,681",399955
Jamaica,Exports,M,Manufactures,2012,"270,848,274",271
Japan,Exports,M,Manufactures,2012,"709,557,225,000",709557
Jordan,Exports,M,Manufactures,2012,"5,486,480,753",5486
Kazakhstan,Exports,M,Manufactures,2012,"11,515,928,540",11516
Kenya,Exports,M,Manufactures,2012,"2,208,289,000",2208
Kiribati,Exports,M,Manufactures,2012,"619,289",1
Korea,Exports,M,Manufactures,2012,"462,638,996,518",462639
Kuwait,Exports,M,Manufactures,2012,"5,627,483,540",5627
Kyrgyz Republic,Exports,M,Manufactures,2012,"538,835,243",539
Latvia,Exports,M,Manufactures,2012,"8,242,993,012",8243
Lebanese Republic,Exports,M,Manufactures,2012,"1,958,756,164",1959
Lesotho,Exports,M,Manufactures,2012,"696,542,674",697
Libya,Exports,M,Manufactures,2012,"843,988,890",844
Lithuania,Exports,M,Manufactures,2012,"15,838,774,106",15839
Luxembourg,Exports,M,Manufactures,2012,"17,802,709,573",17803
"Macao, China",Exports,M,Manufactures,2012,"490,475,428",490
Madagascar,Exports,M,Manufactures,2012,"479,767,154",480
Malawi,Exports,M,Manufactures,2012,"107,302,775",107
Malaysia,Exports,M,Manufactures,2012,"139,990,767,640",139991
Maldives,Exports,M,Manufactures,2012,"93,750",0
Mali,Exports,M,Manufactures,2012,"313,956,901",314
Malta,Exports,M,Manufactures,2012,"2,725,444,155",2725
Mauritania,Exports,M,Manufactures,2012,"36,178",0
Mauritius,Exports,M,Manufactures,2012,"1,395,008,305",1395
Mexico,Exports,M,Manufactures,2012,"269,821,228,092",269821
Moldova,Exports,M,Manufactures,2012,"1,199,181,075",1199
Mongolia,Exports,M,Manufactures,2012,"70,937,027",71
Montenegro,Exports,M,Manufactures,2012,"91,279,753",91
Montserrat,Exports,M,Manufactures,2012,"560,259",1
Morocco,Exports,M,Manufactures,2012,"13,616,793,353",13617
Mozambique,Exports,M,Manufactures,2012,"423,382,129",423
Myanmar,Exports,M,Manufactures,2012,"2,346,733,882",2347
Namibia,Exports,M,Manufactures,2012,"1,464,599,828",1465
Nepal,Exports,M,Manufactures,2012,"672,315,335",672
Netherlands,Exports,M,Manufactures,2012,"387,913,119,526",387913
New Caledonia,Exports,M,Manufactures,2012,"795,120,287",795
New Zealand,Exports,M,Manufactures,2012,"8,307,679,568",8308
Nicaragua,Exports,M,Manufactures,2012,"119,430,292",119
Niger,Exports,M,Manufactures,2012,"59,782,689",60
Nigeria,Exports,M,Manufactures,2012,"1,211,607,828",1212
Norway,Exports,M,Manufactures,2012,"24,061,875,821",24062
Oman,Exports,M,Manufactures,2012,"5,706,198,371",5706
Pakistan,Exports,M,Manufactures,2012,"18,505,713,739",18506
Palau,Exports,M,Manufactures,2012,"870,785",1
Panama,Exports,M,Manufactures,2012,"15,019,531,541",15020
Papua New Guinea,Exports,M,Manufactures,2012,"394,370,729",394
Paraguay,Exports,M,Manufactures,2012,"637,670,893",638
Peru,Exports,M,Manufactures,2012,"5,276,340,070",5276
Philippines,Exports,M,Manufactures,2012,"42,505,950,491",42506
Poland,Exports,M,Manufactures,2012,"141,673,723,476",141674
